"acc","accuracy","achteruit_corr","achteruit_max_span","answer","average_response_time","avg_rt","background","bidi","break_sum","break_test","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_InstructieVooruit","correct_Welcome","correct_new_sketchpad","count_Backward_adult","count_Backward_child","count_DS","count_DS_2","count_DS_3","count_DS_rac","count_DS_rac_1","count_Forward_adult","count_Forward_child","count_Getallen","count_InstructieAchteruit","count_InstructieVooruit","count_InstructieVooruit_1","count_InstructieVooruit_1_1","count_OefenBackward_adult","count_OefenBackward_child","count_Welcome","count_Welcome_","count_Welcome_2","count_create_backup","count_new_feedback","count_new_feedback_1","count_new_feedback_1_1","count_new_feedback_1_1_1","count_new_feedback_1_2","count_new_inline_script","count_new_inline_script_2","count_new_inline_script_4","count_new_inline_script_4_1","count_new_inline_script_6","count_new_inline_script_7","count_new_inline_script_8","count_new_logger","count_new_sketchpad","count_new_sketchpad_1","count_new_sketchpad_1_1","count_new_sketchpad_3","count_new_sketchpad_4","count_reset","datetime","description","disable_garbage_collection","experiment_file","experiment_path","file","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","form_response","fullscreen","height","item","keyboard_backend","live_row","live_row_Forward_child","logfile","mouse_backend","new_column_2","new_column_3","new_column_4","new_column_5","new_column_6","new_column_7","new_column_8","opensesame_codename","opensesame_version","prev_response_corr","prev_span","repeat_cycle","reponse_corr","response","response_InstructieAchteruit","response_InstructieVooruit","response_InstructieVooruit_1","response_InstructieVooruit_1_1","response_Welcome","response_Welcome_2","response_corr","response_correct","response_incorrect","response_new_feedback","response_new_feedback_1","response_new_feedback_1_1","response_new_feedback_1_1_1","response_new_feedback_1_2","response_new_sketchpad","response_new_sketchpad_1","response_new_sketchpad_1_1","response_new_sketchpad_3","response_new_sketchpad_4","response_time","response_time_InstructieAchteruit","response_time_InstructieVooruit","response_time_InstructieVooruit_1","response_time_InstructieVooruit_1_1","response_time_Welcome","response_time_Welcome_2","response_time_new_feedback","response_time_new_feedback_1","response_time_new_feedback_1_1","response_time_new_feedback_1_1_1","response_time_new_feedback_1_2","response_time_new_sketchpad","response_time_new_sketchpad_1","response_time_new_sketchpad_1_1","response_time_new_sketchpad_3","response_time_new_sketchpad_4","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","span","start","stim","subject_nr","subject_parity","time_Backward_adult","time_Backward_child","time_DS","time_DS_2","time_DS_3","time_DS_rac","time_DS_rac_1","time_Forward_adult","time_Forward_child","time_Getallen","time_InstructieAchteruit","time_InstructieVooruit","time_InstructieVooruit_1","time_InstructieVooruit_1_1","time_OefenBackward_adult","time_OefenBackward_child","time_Welcome","time_Welcome_","time_Welcome_2","time_create_backup","time_new_feedback","time_new_feedback_1","time_new_feedback_1_1","time_new_feedback_1_1_1","time_new_feedback_1_2","time_new_inline_script","time_new_inline_script_2","time_new_inline_script_4","time_new_inline_script_4_1","time_new_inline_script_6","time_new_inline_script_7","time_new_inline_script_8","time_new_logger","time_new_sketchpad","time_new_sketchpad_1","time_new_sketchpad_1_1","time_new_sketchpad_3","time_new_sketchpad_4","time_reset","title","total_corr","total_correct","total_response_time","total_responses","trial","uniform_coordinates","vooruit_corr","vooruit_max_span","width"
"undefined","undefined","0","0","5-1-7-4-2-3-8","1456","1456","#000000","no","0","0","legacy","legacy","legacy","0","vooruit","uniform","undefined","undefined","undefined","undefined","0","0","10","NA","NA","NA","NA","0","0","0","0","0","NA","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","10","0","NA","NA","0","NA","NA","10","10","NA","NA","NA","NA","0","06/15/22 15:05:13","The main experiment item","yes","VerbalWM_v1.0.osexp","C:\Users\emmaneuroscience\Documents\emma_toolbox\Tests\VerbalWM","7va_child.wav","no","serif","no","18","no","#ffffff","no","<span color=\"red\">INCORRECT</span>","yes","768","a","legacy","10","10","C:\Users\emmaneuroscience\Documents\emma_toolbox/Data/Raw/VerbalWM/verbalwm-subject-110001.csv","legacy","NA","NA","NA","NA","NA","NA","NA","Jazzy James","3.1.9","0","7","0","X","space","NA","space","NA","NA","k","NA","0","no","yes","NA","NA","NA","NA","NA","space","NA","NA","NA","NA","264","NA","555","NA","NA","1456","NA","NA","NA","NA","NA","NA","264","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","7","Getallen","NA","110001","odd","NA","NA","9796","NA","NA","NA","NA","NA","3946","1929","NA","3391","NA","NA","NA","NA","1933","1931","NA","NA","NA","NA","NA","NA","NA","10061","3946","NA","NA","NA","NA","NA","10254","9797","NA","NA","NA","NA","NA","New experiment","9","0","1456","1","11","yes","9","6","1024"
"undefined","undefined","0","0","9-8-5-2-1-6-3","1456","1456","#000000","no","0","1","legacy","legacy","legacy","0","vooruit","uniform","undefined","undefined","undefined","undefined","0","0","11","NA","NA","NA","NA","0","0","0","0","0","NA","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","11","0","NA","NA","0","NA","NA","11","11","NA","NA","NA","NA","0","06/15/22 15:05:13","The main experiment item","yes","VerbalWM_v1.0.osexp","C:\Users\emmaneuroscience\Documents\emma_toolbox\Tests\VerbalWM","7vb_child.wav","no","serif","no","18","no","#ffffff","no","<span color=\"red\">INCORRECT</span>","yes","768","b","legacy","11","11","C:\Users\emmaneuroscience\Documents\emma_toolbox/Data/Raw/VerbalWM/verbalwm-subject-110001.csv","legacy","NA","NA","NA","NA","NA","NA","NA","Jazzy James","3.1.9","0","7","0","X","space","NA","space","NA","NA","k","NA","0","no","yes","NA","NA","NA","NA","NA","space","NA","NA","NA","NA","257","NA","555","NA","NA","1456","NA","NA","NA","NA","NA","NA","257","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","7","Getallen","NA","110001","odd","NA","NA","10268","NA","NA","NA","NA","NA","3946","1929","NA","3391","NA","NA","NA","NA","1933","1931","NA","NA","NA","NA","NA","NA","NA","10527","3946","NA","NA","NA","NA","NA","10763","10269","NA","NA","NA","NA","NA","New experiment","9","0","1456","1","12","yes","9","6","1024"
"undefined","undefined","0","0","2-8","1456","1456","#000000","no","1","1","legacy","legacy","legacy","0","oefen achteruit","uniform","undefined","undefined","undefined","undefined","0","0","11","NA","NA","0","NA","0","0","0","0","0","NA","0","0","0","0","0","0","0","NA","0","NA","NA","NA","11","0","0","NA","0","NA","NA","12","11","0","NA","NA","NA","0","06/15/22 15:05:13","The main experiment item","yes","VerbalWM_v1.0.osexp","C:\Users\emmaneuroscience\Documents\emma_toolbox\Tests\VerbalWM","2oa_child.wav","no","serif","no","18","no","#ffffff","no","<span color=\"lime\">CORRECT</span>","yes","768","a","legacy","0","12","C:\Users\emmaneuroscience\Documents\emma_toolbox/Data/Raw/VerbalWM/verbalwm-subject-110001.csv","legacy","NA","NA","NA","NA","NA","NA","NA","Jazzy James","3.1.9","1","2","0","X","space","space","space","NA","NA","k","NA","1","yes","no","NA","space","NA","NA","NA","space","space","NA","NA","NA","191","248","555","NA","NA","1456","NA","NA","191","NA","NA","NA","257","529","NA","NA","NA","2","legacy","1024","2","48000","-16","2","Getallen","8-2","110001","odd","NA","NA","10268","NA","NA","11025","NA","NA","3946","1929","10772","3391","NA","NA","NA","11020","1933","1931","NA","NA","NA","12375","NA","NA","NA","10527","3946","11554","NA","NA","NA","NA","12566","10269","11025","NA","NA","NA","11020","New experiment","9","0","1456","1","1","yes","9","6","1024"
"undefined","undefined","1","2","5-2","undefined","undefined","#000000","no","2","0","legacy","legacy","legacy","0","achteruit","uniform","undefined","undefined","undefined","undefined","0","0","12","NA","NA","0","NA","0","0","0","0","0","NA","0","0","0","0","0","0","0","NA","0","NA","NA","NA","12","0","0","NA","0","NA","NA","13","12","0","NA","NA","NA","0","06/15/22 15:05:13","The main experiment item","yes","VerbalWM_v1.0.osexp","C:\Users\emmaneuroscience\Documents\emma_toolbox\Tests\VerbalWM","2aa_child.wav","no","serif","no","18","no","#ffffff","no","<span color=\"lime\">CORRECT</span>","yes","768","a","legacy","0","12","C:\Users\emmaneuroscience\Documents\emma_toolbox/Data/Raw/VerbalWM/verbalwm-subject-110001.csv","legacy","NA","NA","NA","NA","NA","NA","NA","Jazzy James","3.1.9","1","2","0","X","space","space","space","NA","space","k","NA","1","yes","no","NA","space","NA","NA","NA","space","space","NA","NA","NA","388","248","555","NA","593","1456","NA","NA","191","NA","NA","NA","388","529","NA","NA","NA","2","legacy","1024","2","48000","-16","2","Getallen","6-5","110001","odd","NA","13168","13174","NA","NA","11025","NA","NA","3946","1929","10772","3391","NA","12575","NA","11020","1933","1931","NA","NA","NA","12375","NA","NA","NA","13564","3946","11554","NA","13168","NA","NA","13819","13175","11025","NA","NA","NA","11020","New experiment","10","0","0","0","1","yes","9","6","1024"
"undefined","undefined","2","2","3-6","undefined","undefined","#000000","no","2","0","legacy","legacy","legacy","0","achteruit","uniform","undefined","undefined","undefined","undefined","0","0","13","NA","NA","0","NA","0","0","0","0","0","NA","0","0","0","0","0","0","0","NA","0","NA","NA","NA","13","0","0","NA","0","NA","NA","14","13","0","NA","NA","NA","0","06/15/22 15:05:13","The main experiment item","yes","VerbalWM_v1.0.osexp","C:\Users\emmaneuroscience\Documents\emma_toolbox\Tests\VerbalWM","2ab_child.wav","no","serif","no","18","no","#ffffff","no","<span color=\"lime\">CORRECT</span>","yes","768","b","legacy","1","12","C:\Users\emmaneuroscience\Documents\emma_toolbox/Data/Raw/VerbalWM/verbalwm-subject-110001.csv","legacy","NA","NA","NA","NA","NA","NA","NA","Jazzy James","3.1.9","1","2","0","X","space","space","space","NA","space","k","NA","1","yes","no","NA","space","NA","NA","NA","space","space","NA","NA","NA","177","248","555","NA","593","1456","NA","NA","191","NA","NA","NA","177","529","NA","NA","NA","2","legacy","1024","2","48000","-16","2","Getallen","6-5","110001","odd","NA","13168","13833","NA","NA","11025","NA","NA","3946","1929","10772","3391","NA","12575","NA","11020","1933","1931","NA","NA","NA","12375","NA","NA","NA","14012","3946","11554","NA","13168","NA","NA","14144","13834","11025","NA","NA","NA","11020","New experiment","11","0","0","0","2","yes","9","6","1024"
"undefined","undefined","3","3","4-7-5","undefined","undefined","#000000","no","2","0","legacy","legacy","legacy","0","achteruit","uniform","undefined","undefined","undefined","undefined","0","0","14","NA","NA","0","NA","0","0","0","0","0","NA","0","0","0","0","0","0","0","NA","0","NA","NA","NA","14","0","0","NA","0","NA","NA","15","14","0","NA","NA","NA","0","06/15/22 15:05:13","The main experiment item","yes","VerbalWM_v1.0.osexp","C:\Users\emmaneuroscience\Documents\emma_toolbox\Tests\VerbalWM","3aa_child.wav","no","serif","no","18","no","#ffffff","no","<span color=\"lime\">CORRECT</span>","yes","768","a","legacy","2","12","C:\Users\emmaneuroscience\Documents\emma_toolbox/Data/Raw/VerbalWM/verbalwm-subject-110001.csv","legacy","NA","NA","NA","NA","NA","NA","NA","Jazzy James","3.1.9","1","3","0","X","space","space","space","NA","space","k","NA","1","yes","no","NA","space","NA","NA","NA","space","space","NA","NA","NA","176","248","555","NA","593","1456","NA","NA","191","NA","NA","NA","176","529","NA","NA","NA","2","legacy","1024","2","48000","-16","3","Getallen","6-5","110001","odd","NA","13168","14166","NA","NA","11025","NA","NA","3946","1929","10772","3391","NA","12575","NA","11020","1933","1931","NA","NA","NA","12375","NA","NA","NA","14343","3946","11554","NA","13168","NA","NA","14450","14167","11025","NA","NA","NA","11020","New experiment","12","0","0","0","3","yes","9","6","1024"
"undefined","undefined","4","3","9-5-2","undefined","undefined","#000000","no","2","0","legacy","legacy","legacy","0","achteruit","uniform","undefined","undefined","undefined","undefined","0","0","15","NA","NA","0","NA","0","0","0","0","0","NA","0","0","0","0","0","0","0","NA","0","NA","NA","NA","15","0","0","NA","0","NA","NA","16","15","0","NA","NA","NA","0","06/15/22 15:05:13","The main experiment item","yes","VerbalWM_v1.0.osexp","C:\Users\emmaneuroscience\Documents\emma_toolbox\Tests\VerbalWM","3ab_child.wav","no","serif","no","18","no","#ffffff","no","<span color=\"lime\">CORRECT</span>","yes","768","b","legacy","3","12","C:\Users\emmaneuroscience\Documents\emma_toolbox/Data/Raw/VerbalWM/verbalwm-subject-110001.csv","legacy","NA","NA","NA","NA","NA","NA","NA","Jazzy James","3.1.9","1","3","0","X","space","space","space","NA","space","k","NA","1","yes","no","NA","space","NA","NA","NA","space","space","NA","NA","NA","179","248","555","NA","593","1456","NA","NA","191","NA","NA","NA","179","529","NA","NA","NA","2","legacy","1024","2","48000","-16","3","Getallen","6-5","110001","odd","NA","13168","14464","NA","NA","11025","NA","NA","3946","1929","10772","3391","NA","12575","NA","11020","1933","1931","NA","NA","NA","12375","NA","NA","NA","14643","3946","11554","NA","13168","NA","NA","14752","14464","11025","NA","NA","NA","11020","New experiment","13","0","0","0","4","yes","9","6","1024"
"undefined","undefined","5","4","6-9-2-7","undefined","undefined","#000000","no","2","0","legacy","legacy","legacy","0","achteruit","uniform","undefined","undefined","undefined","undefined","0","0","16","NA","NA","0","NA","0","0","0","0","0","NA","0","0","0","0","0","0","0","NA","0","NA","NA","NA","16","0","0","NA","0","NA","NA","17","16","0","NA","NA","NA","0","06/15/22 15:05:13","The main experiment item","yes","VerbalWM_v1.0.osexp","C:\Users\emmaneuroscience\Documents\emma_toolbox\Tests\VerbalWM","4aa_child.wav","no","serif","no","18","no","#ffffff","no","<span color=\"lime\">CORRECT</span>","yes","768","a","legacy","4","12","C:\Users\emmaneuroscience\Documents\emma_toolbox/Data/Raw/VerbalWM/verbalwm-subject-110001.csv","legacy","NA","NA","NA","NA","NA","NA","NA","Jazzy James","3.1.9","1","4","0","X","space","space","space","NA","space","k","NA","1","yes","no","NA","space","NA","NA","NA","space","space","NA","NA","NA","167","248","555","NA","593","1456","NA","NA","191","NA","NA","NA","167","529","NA","NA","NA","2","legacy","1024","2","48000","-16","4","Getallen","6-5","110001","odd","NA","13168","14774","NA","NA","11025","NA","NA","3946","1929","10772","3391","NA","12575","NA","11020","1933","1931","NA","NA","NA","12375","NA","NA","NA","14942","3946","11554","NA","13168","NA","NA","15056","14774","11025","NA","NA","NA","11020","New experiment","14","0","0","0","5","yes","9","6","1024"
"undefined","undefined","5","4","3-9-4-8","undefined","undefined","#000000","no","1","0","legacy","legacy","legacy","0","achteruit","uniform","undefined","undefined","undefined","undefined","0","0","17","NA","NA","0","NA","0","0","0","0","0","NA","0","0","0","0","0","0","0","NA","0","NA","NA","NA","17","0","0","NA","0","NA","NA","18","17","0","NA","NA","NA","0","06/15/22 15:05:13","The main experiment item","yes","VerbalWM_v1.0.osexp","C:\Users\emmaneuroscience\Documents\emma_toolbox\Tests\VerbalWM","4ab_child.wav","no","serif","no","18","no","#ffffff","no","<span color=\"red\">INCORRECT</span>","yes","768","b","legacy","5","12","C:\Users\emmaneuroscience\Documents\emma_toolbox/Data/Raw/VerbalWM/verbalwm-subject-110001.csv","legacy","NA","NA","NA","NA","NA","NA","NA","Jazzy James","3.1.9","0","4","0","X","space","space","space","NA","space","k","NA","0","no","yes","NA","space","NA","NA","NA","space","space","NA","NA","NA","238","248","555","NA","593","1456","NA","NA","191","NA","NA","NA","238","529","NA","NA","NA","2","legacy","1024","2","48000","-16","4","Getallen","6-5","110001","odd","NA","13168","15068","NA","NA","11025","NA","NA","3946","1929","10772","3391","NA","12575","NA","11020","1933","1931","NA","NA","NA","12375","NA","NA","NA","15307","3946","11554","NA","13168","NA","NA","15609","15069","11025","NA","NA","NA","11020","New experiment","14","0","0","0","6","yes","9","6","1024"
"undefined","undefined","5","4","7-5-3-1-4","undefined","undefined","#000000","no","0","0","legacy","legacy","legacy","0","achteruit","uniform","undefined","undefined","undefined","undefined","0","0","18","NA","NA","0","NA","0","0","0","0","0","NA","0","0","0","0","0","0","0","NA","0","NA","NA","NA","18","0","0","NA","0","NA","NA","19","18","0","NA","NA","NA","0","06/15/22 15:05:13","The main experiment item","yes","VerbalWM_v1.0.osexp","C:\Users\emmaneuroscience\Documents\emma_toolbox\Tests\VerbalWM","5aa_child.wav","no","serif","no","18","no","#ffffff","no","<span color=\"red\">INCORRECT</span>","yes","768","a","legacy","6","12","C:\Users\emmaneuroscience\Documents\emma_toolbox/Data/Raw/VerbalWM/verbalwm-subject-110001.csv","legacy","NA","NA","NA","NA","NA","NA","NA","Jazzy James","3.1.9","0","5","0","X","space","space","space","NA","space","k","NA","0","no","yes","NA","space","NA","NA","NA","space","space","NA","NA","NA","269","248","555","NA","593","1456","NA","NA","191","NA","NA","NA","269","529","NA","NA","NA","2","legacy","1024","2","48000","-16","5","Getallen","6-5","110001","odd","NA","13168","15630","NA","NA","11025","NA","NA","3946","1929","10772","3391","NA","12575","NA","11020","1933","1931","NA","NA","NA","12375","NA","NA","NA","15900","3946","11554","NA","13168","NA","NA","15990","15630","11025","NA","NA","NA","11020","New experiment","14","0","0","0","7","yes","9","6","1024"
"undefined","undefined","5","4","2-5-8-7-9","undefined","undefined","#000000","no","0","1","legacy","legacy","legacy","0","achteruit","uniform","undefined","undefined","undefined","undefined","0","0","19","NA","NA","0","NA","0","0","0","0","0","NA","0","0","0","0","0","0","0","NA","0","NA","NA","NA","19","0","0","NA","0","NA","NA","20","19","0","NA","NA","NA","0","06/15/22 15:05:13","The main experiment item","yes","VerbalWM_v1.0.osexp","C:\Users\emmaneuroscience\Documents\emma_toolbox\Tests\VerbalWM","5ab_child.wav","no","serif","no","18","no","#ffffff","no","<span color=\"red\">INCORRECT</span>","yes","768","b","legacy","7","12","C:\Users\emmaneuroscience\Documents\emma_toolbox/Data/Raw/VerbalWM/verbalwm-subject-110001.csv","legacy","NA","NA","NA","NA","NA","NA","NA","Jazzy James","3.1.9","0","5","0","X","space","space","space","NA","space","k","NA","0","no","yes","NA","space","NA","NA","NA","space","space","NA","NA","NA","250","248","555","NA","593","1456","NA","NA","191","NA","NA","NA","250","529","NA","NA","NA","2","legacy","1024","2","48000","-16","5","Getallen","6-5","110001","odd","NA","13168","16003","NA","NA","11025","NA","NA","3946","1929","10772","3391","NA","12575","NA","11020","1933","1931","NA","NA","NA","12375","NA","NA","NA","16254","3946","11554","NA","13168","NA","NA","16418","16003","11025","NA","NA","NA","11020","New experiment","14","0","0","0","8","yes","9","6","1024"
