"","mrt_neutral","sd_neutral","acc_neutral","alerting_mrt","orienting_mrt","executive_mrt","executive_acc","sustained_mrt","tau","encoding_sum.x","retrieval.x","recognition_correct.x","encoding_sum.y","retrieval.y","recognition_correct.y","vooruit_corr.x","achteruit_corr.x","vooruit_corr.y","achteruit_corr.y","overall_fixed_m","overall_random_m","motor_response"
"1",662.580997463249,141.044719102449,97.2701149425287,-33.239013411317,-57.3671675076565,154.929517092101,-8.45029612853148,-28.0261581330547,123.379310344828,43.9275862068965,6.51599191871759,17.3103448275862,40.5172413793103,8.58620689655172,27.7586206896552,12.1379310344828,9.37931034482759,7.13793103448276,4.96551724137931,77.6071428571429,118.928571428571,326.5
